                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.0627,                 0.7396,                 1.1702,                0.82435,                0.65609,                0.72564,                0.34957,                 1.8298,                 1.0565,                 1.7328,             0.00060847,             0.00060847,             0.00060847
                    147,                 1.0538,                0.72187,                 1.1504,                0.83869,                0.64046,                 0.7273,                0.34344,                 1.8326,                 1.1027,                 1.7548,             0.00060281,             0.00060281,             0.00060281
                    148,                 1.0783,                0.74451,                 1.1675,                0.83267,                0.65021,                0.72214,                0.34139,                 1.8172,                 1.0701,                 1.7515,             0.00059715,             0.00059715,             0.00059715
                    149,                  1.062,                 0.7353,                 1.1553,                0.87316,                0.62642,                0.72444,                0.34992,                 1.8082,                 1.0627,                 1.7389,             0.00059149,             0.00059149,             0.00059149
                    150,                 1.0739,                0.73916,                 1.1653,                0.84218,                0.65205,                0.74244,                0.34637,                 1.8032,                 1.0414,                 1.7652,             0.00058583,             0.00058583,             0.00058583
                    151,                 1.0745,                0.73234,                 1.1594,                0.85782,                0.66618,                 0.7423,                0.35308,                 1.8069,                  1.035,                  1.766,             0.00058017,             0.00058017,             0.00058017
                    152,                 1.0506,                0.72224,                 1.1526,                0.80991,                 0.6485,                0.72874,                0.34796,                  1.811,                 1.0724,                  1.743,             0.00057452,             0.00057452,             0.00057452
                    153,                 1.0547,                0.72991,                 1.1571,                0.81639,                0.63653,                0.72264,                0.34558,                 1.8118,                 1.0907,                 1.7405,             0.00056886,             0.00056886,             0.00056886
                    154,                 1.0434,                0.72018,                 1.1557,                0.83031,                0.64464,                0.72623,                0.34111,                 1.8102,                 1.0868,                 1.7457,              0.0005632,              0.0005632,              0.0005632
                    155,                 1.0436,                0.71163,                 1.1494,                 0.8144,                0.65726,                0.72812,                0.34183,                 1.7953,                 1.0624,                  1.735,             0.00055754,             0.00055754,             0.00055754
                    156,                 1.0356,                0.70653,                 1.1416,                0.75524,                0.67433,                0.71646,                0.33754,                  1.827,                 1.0719,                 1.7769,             0.00055188,             0.00055188,             0.00055188
                    157,                 1.0393,                 0.7079,                  1.143,                0.81647,                0.66389,                 0.7384,                0.34492,                 1.8362,                 1.0629,                  1.787,             0.00054622,             0.00054622,             0.00054622
                    158,                 1.0375,                0.71284,                 1.1486,                0.78602,                0.68121,                0.73403,                0.35038,                 1.8099,                 1.0734,                 1.7652,             0.00054056,             0.00054056,             0.00054056
                    159,                 1.0468,                0.71829,                 1.1416,                0.77528,                 0.6577,                0.70964,                0.33439,                 1.8188,                 1.0846,                 1.7835,              0.0005349,              0.0005349,              0.0005349
                    160,                 1.0333,                0.70437,                 1.1404,                0.83022,                0.64261,                0.72616,                0.34733,                 1.8156,                 1.0828,                 1.7525,             0.00052924,             0.00052924,             0.00052924
                    161,                 1.0154,                0.68608,                 1.1309,                0.83103,                0.63805,                0.72177,                0.34164,                 1.8299,                 1.0896,                 1.7669,             0.00052359,             0.00052359,             0.00052359
                    162,                 1.0258,                0.69189,                 1.1372,                0.75473,                0.67615,                0.71706,                 0.3438,                 1.8321,                  1.125,                 1.7694,             0.00051793,             0.00051793,             0.00051793
                    163,                 1.0308,                0.69542,                  1.134,                 0.8043,                 0.6923,                0.73411,                0.35718,                 1.7807,                 1.0537,                 1.7242,             0.00051227,             0.00051227,             0.00051227
                    164,                 1.0449,                0.70142,                 1.1313,                0.80334,                0.67036,                0.73443,                0.34772,                  1.799,                 1.0515,                 1.7165,             0.00050661,             0.00050661,             0.00050661
                    165,                 1.0271,                0.70392,                 1.1355,                 0.8348,                0.66148,                0.73895,                0.35236,                 1.7836,                 1.0988,                 1.7208,             0.00050095,             0.00050095,             0.00050095
                    166,                 1.0238,                0.70058,                 1.1354,                0.80402,                0.68157,                 0.7505,                0.34785,                 1.8247,                 1.0656,                 1.7695,             0.00049529,             0.00049529,             0.00049529
                    167,                 1.0231,                0.68767,                 1.1352,                0.81335,                0.66006,                0.72706,                0.33905,                 1.8207,                 1.1029,                 1.7784,             0.00048963,             0.00048963,             0.00048963
                    168,                 1.0092,                0.69653,                 1.1284,                0.79075,                0.65448,                0.71709,                0.33826,                 1.8096,                 1.0619,                 1.7633,             0.00048397,             0.00048397,             0.00048397
                    169,                 1.0215,                0.69328,                 1.1349,                0.80939,                 0.6387,                0.72028,                0.33384,                 1.8465,                 1.1137,                 1.7798,             0.00047831,             0.00047831,             0.00047831
                    170,                  1.005,                0.67602,                 1.1275,                0.84912,                 0.6248,                0.71923,                0.33978,                 1.8353,                 1.1169,                 1.7905,             0.00047266,             0.00047266,             0.00047266
                    171,                 1.0063,                0.68456,                 1.1266,                0.78933,                0.66488,                0.71966,                0.34117,                 1.8347,                 1.0866,                   1.79,               0.000467,               0.000467,               0.000467
                    172,                 1.0174,                0.68528,                 1.1335,                0.82356,                0.66619,                0.72604,                0.34274,                 1.8067,                 1.0584,                 1.7837,             0.00046134,             0.00046134,             0.00046134
                    173,                 1.0176,                0.69221,                 1.1376,                0.86052,                0.65126,                0.74104,                0.34163,                 1.8158,                 1.0978,                  1.789,             0.00045568,             0.00045568,             0.00045568
                    174,                 1.0083,                 0.6931,                 1.1324,                0.83121,                0.65104,                0.73097,                0.34377,                 1.8116,                 1.0562,                 1.7579,             0.00045002,             0.00045002,             0.00045002
                    175,                 1.0134,                0.68179,                  1.125,                0.88657,                0.64055,                 0.7348,                0.35166,                 1.8166,                 1.0594,                 1.7685,             0.00044436,             0.00044436,             0.00044436
                    176,                0.99795,                 0.6804,                 1.1252,                0.86642,                0.64568,                0.73898,                0.35389,                 1.7996,                 1.0711,                 1.7715,              0.0004387,              0.0004387,              0.0004387
                    177,                0.98893,                0.66451,                 1.1163,                0.83343,                0.68146,                0.75229,                 0.3515,                 1.7945,                 1.0294,                 1.7748,             0.00043304,             0.00043304,             0.00043304
                    178,                 1.0028,                0.68244,                 1.1319,                0.85678,                0.66496,                0.75048,                0.34183,                 1.8193,                 1.0674,                 1.7839,             0.00042739,             0.00042739,             0.00042739
                    179,                0.98382,                0.67264,                 1.1201,                0.86871,                0.64217,                0.74628,                0.35065,                 1.8289,                 1.0784,                 1.7793,             0.00042173,             0.00042173,             0.00042173
                    180,                0.98696,                0.67993,                 1.1202,                0.87462,                0.64026,                0.74188,                0.34514,                 1.8192,                 1.0455,                 1.7881,             0.00041607,             0.00041607,             0.00041607
                    181,                 0.9768,                0.65325,                 1.1084,                0.81421,                0.66058,                0.73461,                0.33903,                 1.8301,                  1.062,                 1.7883,             0.00041041,             0.00041041,             0.00041041
                    182,                0.99608,                0.67401,                  1.121,                0.81014,                0.66142,                0.74275,                0.35364,                 1.8337,                 1.0778,                 1.7845,             0.00040475,             0.00040475,             0.00040475
                    183,                0.97343,                0.66095,                 1.1132,                0.86448,                0.65726,                0.72705,                0.34072,                 1.8504,                 1.0773,                 1.8063,             0.00039909,             0.00039909,             0.00039909
                    184,                0.96461,                0.65368,                 1.1097,                0.83367,                0.63695,                0.72571,                0.34298,                 1.8393,                 1.1005,                 1.7894,             0.00039343,             0.00039343,             0.00039343
                    185,                0.98158,                0.65662,                  1.108,                0.82469,                0.67385,                0.73926,                0.34438,                 1.8243,                 1.0862,                 1.7978,             0.00038777,             0.00038777,             0.00038777
                    186,                0.98075,                0.65332,                 1.1159,                0.85503,                0.64463,                0.73939,                0.35215,                 1.8164,                 1.0297,                 1.7805,             0.00038211,             0.00038211,             0.00038211
                    187,                0.96259,                0.65496,                 1.1107,                 0.8232,                0.64932,                0.72944,                0.34534,                  1.819,                  1.036,                 1.7798,             0.00037646,             0.00037646,             0.00037646
                    188,                0.98014,                0.66411,                 1.1194,                0.85835,                0.64943,                0.72436,                0.34555,                 1.8205,                  1.071,                 1.7829,              0.0003708,              0.0003708,              0.0003708
                    189,                0.97633,                0.65373,                 1.1157,                0.80349,                  0.661,                0.72122,                0.33924,                 1.8261,                 1.0941,                 1.7827,             0.00036514,             0.00036514,             0.00036514
                    190,                0.98225,                0.65432,                 1.1188,                0.83747,                0.64967,                0.72301,                0.34327,                 1.8346,                 1.0637,                 1.7869,             0.00035948,             0.00035948,             0.00035948
                    191,                0.96497,                0.64781,                 1.1031,                0.82891,                0.63653,                0.71965,                0.33598,                 1.8231,                 1.0837,                 1.7821,             0.00035382,             0.00035382,             0.00035382
                    192,                0.96139,                0.63998,                 1.1037,                 0.8473,                0.62904,                0.71968,                0.34333,                 1.8312,                  1.105,                 1.8005,             0.00034816,             0.00034816,             0.00034816
                    193,                0.96459,                0.65063,                 1.1102,                0.85585,                0.64229,                0.72761,                0.34939,                 1.8158,                   1.09,                 1.7868,              0.0003425,              0.0003425,              0.0003425
                    194,                0.98365,                0.64903,                 1.1008,                0.80455,                0.66142,                0.72504,                 0.3442,                 1.8258,                 1.0747,                 1.7983,             0.00033684,             0.00033684,             0.00033684
                    195,                0.95373,                0.63701,                 1.0946,                0.77008,                0.70613,                0.73686,                0.34602,                 1.8394,                 1.0659,                 1.8064,             0.00033119,             0.00033119,             0.00033119
                    196,                0.96055,                0.65205,                 1.1009,                0.79956,                0.67955,                0.73861,                0.34958,                  1.827,                 1.0732,                 1.7998,             0.00032553,             0.00032553,             0.00032553
                    197,                0.93777,                0.63805,                 1.0958,                0.80212,                0.67092,                0.73586,                 0.3517,                 1.8262,                 1.0729,                  1.801,             0.00031987,             0.00031987,             0.00031987
                    198,                0.93209,                0.61956,                 1.0963,                0.82338,                0.68546,                0.73164,                0.35034,                 1.8373,                 1.0639,                 1.8214,             0.00031421,             0.00031421,             0.00031421
                    199,                0.96483,                0.64555,                 1.1132,                0.83021,                0.67415,                0.73293,                0.34351,                 1.8421,                 1.0631,                 1.8178,             0.00030855,             0.00030855,             0.00030855
                    200,                0.94307,                0.63161,                 1.1003,                0.82936,                0.66261,                0.72753,                 0.3426,                   1.84,                 1.0998,                 1.8131,             0.00030289,             0.00030289,             0.00030289
                    201,                0.94799,                0.63457,                 1.0989,                0.86238,                0.63898,                 0.7235,                0.35318,                 1.8146,                  1.055,                 1.7942,             0.00029723,             0.00029723,             0.00029723
                    202,                0.94772,                0.63399,                 1.1002,                0.82755,                 0.6851,                0.73932,                0.35365,                 1.8161,                 1.0478,                 1.7881,             0.00029157,             0.00029157,             0.00029157
                    203,                0.94794,                0.63529,                 1.0935,                0.86089,                0.65812,                0.74904,                0.35312,                 1.8289,                 1.0404,                 1.8039,             0.00028591,             0.00028591,             0.00028591
                    204,                0.93025,                0.61863,                 1.0947,                0.80909,                0.68433,                0.73515,                0.34706,                 1.8381,                 1.0721,                  1.819,             0.00028026,             0.00028026,             0.00028026
                    205,                0.94277,                0.63212,                 1.0983,                0.84738,                0.65764,                0.73953,                0.35206,                 1.8323,                 1.0817,                 1.8167,              0.0002746,              0.0002746,              0.0002746
                    206,                0.95224,                0.62527,                 1.0938,                0.84144,                0.64685,                0.72881,                0.34831,                 1.8334,                 1.0957,                 1.7907,             0.00026894,             0.00026894,             0.00026894
                    207,                0.92964,                0.61934,                 1.0913,                0.80342,                0.68569,                0.72978,                0.34846,                 1.8266,                 1.0926,                 1.7903,             0.00026328,             0.00026328,             0.00026328
                    208,                0.93509,                0.62721,                 1.0955,                0.86801,                0.66972,                0.73774,                0.34925,                 1.8324,                 1.0644,                 1.8082,             0.00025762,             0.00025762,             0.00025762
                    209,                0.93178,                0.62456,                 1.0949,                0.85031,                0.67696,                0.74057,                0.35214,                 1.8203,                 1.0576,                 1.7953,             0.00025196,             0.00025196,             0.00025196
                    210,                0.93629,                0.63639,                 1.0993,                0.81018,                0.67364,                0.73495,                0.35272,                 1.8187,                 1.0451,                 1.8145,              0.0002463,              0.0002463,              0.0002463
                    211,                0.91839,                0.61097,                 1.0913,                0.81359,                0.66893,                0.73339,                0.35781,                 1.8148,                 1.0474,                 1.8168,             0.00024064,             0.00024064,             0.00024064
                    212,                0.91024,                0.60534,                 1.0866,                0.84727,                0.65813,                0.73724,                0.35774,                 1.8243,                  1.065,                 1.8212,             0.00023498,             0.00023498,             0.00023498
                    213,                0.92875,                0.62253,                 1.0877,                0.87221,                0.67203,                0.74927,                0.35623,                 1.8256,                 1.0739,                 1.8207,             0.00022933,             0.00022933,             0.00022933
                    214,                  0.932,                0.61769,                 1.0832,                0.86709,                0.66168,                0.73905,                0.35555,                 1.8322,                 1.0499,                 1.8183,             0.00022367,             0.00022367,             0.00022367
                    215,                0.91493,                0.60886,                  1.085,                0.84801,                0.66976,                0.74762,                 0.3584,                 1.8171,                 1.0739,                 1.8046,             0.00021801,             0.00021801,             0.00021801
                    216,                0.93089,                0.62095,                 1.0902,                0.83912,                0.66454,                0.73542,                0.35198,                 1.8301,                 1.1112,                 1.8221,             0.00021235,             0.00021235,             0.00021235
                    217,                0.93085,                0.61496,                 1.0842,                0.83063,                0.66192,                0.72939,                0.34418,                  1.838,                 1.1031,                 1.8293,             0.00020669,             0.00020669,             0.00020669
                    218,                0.92951,                0.61943,                 1.0938,                0.83175,                 0.6567,                0.72332,                0.34415,                 1.8349,                 1.0914,                 1.8298,             0.00020103,             0.00020103,             0.00020103
                    219,                0.89492,                0.59323,                 1.0766,                0.84646,                0.63828,                0.72631,                0.35007,                 1.8257,                 1.0712,                 1.8143,             0.00019537,             0.00019537,             0.00019537
                    220,                0.91365,                0.60861,                 1.0817,                 0.8355,                0.64732,                0.72613,                0.35382,                 1.8109,                 1.0642,                 1.8065,             0.00018971,             0.00018971,             0.00018971
                    221,                0.91934,                0.60429,                 1.0829,                0.81172,                0.68136,                0.73867,                0.36014,                 1.8158,                 1.0671,                 1.8122,             0.00018406,             0.00018406,             0.00018406
                    222,                0.88676,                0.59644,                  1.071,                0.83486,                0.66335,                0.73299,                0.35691,                 1.8171,                 1.0655,                 1.8115,              0.0001784,              0.0001784,              0.0001784
                    223,                0.89708,                0.59609,                 1.0779,                0.86121,                 0.6625,                0.73704,                0.35443,                 1.8138,                 1.0532,                 1.8156,             0.00017274,             0.00017274,             0.00017274
                    224,                0.89729,                 0.5958,                 1.0739,                0.84765,                0.67416,                 0.7377,                0.35316,                 1.8179,                 1.0615,                 1.8183,             0.00016708,             0.00016708,             0.00016708
                    225,                0.90831,                0.60302,                 1.0753,                0.81418,                0.67569,                0.72771,                0.35161,                 1.8233,                 1.0626,                   1.82,             0.00016142,             0.00016142,             0.00016142
                    226,                0.90517,                0.60091,                 1.0776,                0.84014,                0.65326,                  0.728,                0.34936,                 1.8204,                 1.0805,                  1.819,             0.00015576,             0.00015576,             0.00015576
                    227,                0.89931,                0.60216,                 1.0756,                 0.8272,                0.66242,                 0.7291,                 0.3525,                 1.8221,                 1.0796,                 1.8265,              0.0001501,              0.0001501,              0.0001501
                    228,                0.89407,                0.58826,                 1.0709,                0.81433,                0.66834,                0.72216,                0.35017,                 1.8183,                 1.0764,                 1.8237,             0.00014444,             0.00014444,             0.00014444
                    229,                0.89245,                0.60064,                 1.0745,                0.81402,                0.66321,                0.72454,                0.34831,                 1.8263,                 1.0838,                 1.8362,             0.00013878,             0.00013878,             0.00013878
                    230,                0.89039,                0.59255,                 1.0775,                0.81595,                0.66006,                0.71663,                0.34894,                 1.8172,                 1.0862,                  1.828,             0.00013313,             0.00013313,             0.00013313
                    231,                0.90777,                0.60484,                 1.0728,                 0.8058,                0.65595,                0.71705,                0.34782,                 1.8211,                 1.0928,                 1.8203,             0.00012747,             0.00012747,             0.00012747
                    232,                0.88246,                0.57952,                 1.0626,                0.83351,                0.64933,                0.72403,                0.35086,                 1.8178,                 1.0825,                  1.824,             0.00012181,             0.00012181,             0.00012181
                    233,                0.90372,                0.60466,                 1.0781,                0.85392,                0.65443,                0.73297,                0.35359,                 1.8157,                 1.0904,                 1.8275,             0.00011615,             0.00011615,             0.00011615
                    234,                0.88526,                0.58229,                 1.0684,                0.85052,                 0.6585,                0.73603,                0.35249,                 1.8134,                 1.0898,                 1.8237,             0.00011049,             0.00011049,             0.00011049
                    235,                0.87175,                0.58164,                  1.069,                0.86189,                0.64344,                0.73627,                0.35421,                 1.8062,                 1.0842,                 1.8133,             0.00010483,             0.00010483,             0.00010483
                    236,                0.88256,                0.58372,                 1.0702,                 0.8407,                0.66428,                0.74064,                0.35357,                 1.8045,                 1.0727,                 1.8129,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    237,                0.88496,                0.59182,                  1.078,                0.84772,                0.65364,                0.73037,                0.35012,                 1.8098,                 1.0777,                 1.8151,             9.3514e-05,             9.3514e-05,             9.3514e-05
                    238,                0.88679,                0.58595,                 1.0788,                 0.8569,                0.66135,                0.73882,                0.35108,                 1.8083,                 1.0689,                 1.8129,             8.7855e-05,             8.7855e-05,             8.7855e-05
                    239,                0.87561,                0.57766,                 1.0676,                 0.8755,                0.64613,                0.73582,                0.35231,                 1.8138,                 1.0765,                 1.8128,             8.2196e-05,             8.2196e-05,             8.2196e-05
                    240,                0.79016,                0.47007,                 1.0257,                0.87924,                0.64356,                0.72709,                0.34568,                 1.8272,                 1.0524,                 1.8385,             7.6537e-05,             7.6537e-05,             7.6537e-05
                    241,                0.76948,                0.44915,                 1.0193,                0.85467,                0.65516,                0.72797,                 0.3424,                 1.8277,                 1.0448,                 1.8466,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    242,                0.74741,                0.43328,                  1.002,                0.83754,                0.66321,                0.72772,                0.34554,                 1.8242,                 1.0407,                 1.8448,              6.522e-05,              6.522e-05,              6.522e-05
                    243,                0.75202,                0.43745,                  1.003,                0.84994,                0.66268,                0.72575,                0.34355,                 1.8203,                 1.0425,                 1.8387,             5.9561e-05,             5.9561e-05,             5.9561e-05
                    244,                0.73949,                0.42925,                 0.9989,                0.83862,                0.66283,                0.72704,                0.34666,                 1.8201,                 1.0483,                 1.8438,             5.3902e-05,             5.3902e-05,             5.3902e-05
                    245,                0.74772,                0.42625,                 1.0016,                0.84208,                0.66798,                 0.7346,                0.34917,                  1.819,                 1.0485,                 1.8408,             4.8243e-05,             4.8243e-05,             4.8243e-05
                    246,                0.73621,                 0.4219,                  0.989,                 0.8217,                0.67048,                0.72756,                0.34588,                 1.8188,                 1.0509,                  1.839,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    247,                0.74449,                0.42274,                0.99329,                0.83082,                0.65638,                0.72444,                 0.3447,                 1.8272,                 1.0541,                 1.8502,             3.6925e-05,             3.6925e-05,             3.6925e-05
                    248,                0.74047,                0.42572,                0.99634,                0.82737,                0.65604,                0.72713,                0.34619,                 1.8222,                 1.0497,                 1.8474,             3.1267e-05,             3.1267e-05,             3.1267e-05
                    249,                0.73193,                0.41996,                0.98821,                0.81901,                0.66517,                0.72651,                0.34655,                 1.8226,                 1.0511,                  1.849,             2.5608e-05,             2.5608e-05,             2.5608e-05
